baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ala	159.721564061029	-1.10989422870843	0.446572112098255	-2.48536395050175	0.0129419045324975	0.0406745571021349
Arg	858.84908586706	1.0376588678737	0.537554749706387	1.93033150286639	0.0535657760792149	0.10713155215843
Asn	84.3960329992823	-0.594007523993767	0.321087862406069	-1.84998436111093	0.0643158036529852	0.117912306697139
Asp	123.083839020749	-0.805544129478868	0.381080711863415	-2.11384125305084	0.0345288282086559	0.0759634220590431
Cys	154.588748258418	0.232868740719431	0.482561942065849	0.482567563704919	0.629402814769528	0.728782206575243
Gln	283.002758093986	-0.938085513432625	0.359147032087324	-2.61198180583749	0.00900190446898919	0.0330069830529604
Glu	186.360183189666	0.340155313614433	0.384465161928834	0.884749379912341	0.376291816499908	0.517401247687374
Gly	355.59702464632	-1.12760538776926	0.482662080356301	-2.33622120663977	0.0194797156019054	0.0535692179052398
His	96.9880614079449	-0.789091857025014	0.62232132133483	-1.26798139477605	0.204804594807612	0.346592391212882
Ile	153.884290099086	1.98059210204567	0.452351374417388	4.37843723719553	1.19533353648637e-05	6.57433445067506e-05
Leu	2243.38773693983	3.62914488826394	0.299459218087949	12.1189954059056	8.3779758325897e-34	9.21577341584867e-33
Lys	196.401039072501	-1.58615176602752	0.39126067044041	-4.0539514596295	5.03596702561525e-05	0.000221582549127071
Met	88.5191842762528	2.73411587491402	0.328876118327007	8.31351296902453	9.29098622259395e-17	6.8133898965689e-16
Phe	62.7181321198855	0.305346563426649	0.511950862689979	0.59643724755584	0.550883163628	0.673301644434222
Pro	489.068870264691	1.22011209602362	1.31261752269453	0.92952598523825	0.352616564986751	0.517170961980568
SeC	3.92076197226049	0.614839954781491	4.64556740806908	0.132349808058656	0.89470761270717	0.937312737121797
Ser	224.31386243882	-0.0072235102916024	0.307450743759062	-0.023494853852958	0.981255543383762	0.981255543383762
Thr	159.498919220439	-0.326000189480533	0.404516472152011	-0.805900901256815	0.420299991554054	0.543917636128775
Trp	34.9200933111009	-2.45016663687401	2.07716332828575	-1.17957341317791	0.238169922386965	0.374267020893803
Tyr	55.3015556120099	1.42896849877336	0.642223212865922	2.22503402266727	0.0260789542453071	0.0637485548218617
Val	319.340521142611	-0.141779178595513	0.512302485338051	-0.27674895721413	0.781972877017437	0.860170164719181
iMet	1221.71971493229	5.51586159460897	0.412454937919339	13.3732465961837	8.66735460778025e-41	1.90681801371166e-39
