baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ala-AGC-11_1	191.707509149277	0.170545457771234	0.237833226301825	0.717080033026172	0.473324715210235	0.999834937018905
Ala-AGC-11_2	164.844576186164	0.230276040306447	0.294778872468032	0.781182309228826	0.434695277017967	0.999834937018905
Ala-AGC-11_3	165.469931085086	0.448818138448513	0.315414813838404	1.42294565365105	0.154751910288496	0.999834937018905
Ala-AGC-11_4	182.70694390628	0.179095602675115	0.277738735038807	0.644834803651322	0.519034245147768	0.999834937018905
Ala-AGC-11_5	185.581913711912	0.0765719845867799	0.267633867766437	0.286107230096917	0.774795994106979	0.999834937018905
Ala-AGC-11_6	182.977342917075	0.21255534167254	0.253700746581263	0.837819141397192	0.402132286676456	0.999834937018905
Ala-AGC-11_7	201.946208588855	-0.0190183342383484	0.231158556648248	-0.0822739790129784	0.934428845994134	0.999834937018905
Ala-AGC-11_8	310.123283771676	0.0550607928060041	0.201169077636603	0.273704057566279	0.78431205930695	0.999834937018905
Ala-AGC-11_9	278.934812780013	-0.0939506221973986	0.208997408930256	-0.449530081154024	0.653049313219987	0.999834937018905
Ala-AGC-11_10	306.679855677491	0.0845671957153009	0.201271143112529	0.420165526003993	0.674364536959007	0.999834937018905
Ala-AGC-11_11	281.077795776162	-0.0199406647847606	0.196308876114759	-0.101578008999978	0.919091635421292	0.999834937018905
Ala-AGC-11_12	253.713520153197	-0.0199245701705038	0.211773270486415	-0.0940844428795937	0.92504207834293	0.999834937018905
Ala-AGC-11_13	238.398737022594	0.019243407834374	0.214726410152305	0.0896182627033385	0.928590571264949	0.999834937018905
Ala-AGC-11_14	243.473226655137	-0.00894639442255887	0.216647456720088	-0.0412947124235931	0.967060948351311	0.999834937018905
Ala-AGC-11_15	280.74814145261	0.0514889618055577	0.19558109830601	0.26326144116952	0.792349077168364	0.999834937018905
Ala-AGC-11_16	350.813125674449	0.107318819280819	0.212340125891522	0.505409982358419	0.613270909048164	0.999834937018905
Ala-AGC-11_17	358.0482321984	-0.116457687400687	0.196595798901512	-0.592371190286871	0.55360205391432	0.999834937018905
Ala-AGC-11_18	308.397286656613	0.0372318695268641	0.194428086298098	0.191494296095575	0.848138348910063	0.999834937018905
Ala-AGC-11_19	272.574937641149	-0.0932457792818864	0.212270910987451	-0.439277237036963	0.660460665882381	0.999834937018905
Ala-AGC-11_20	293.851318803748	0.0297826790830347	0.206144484918165	0.144474779884884	0.885125570236871	0.999834937018905
Ala-AGC-11_21	253.610570974392	0.148554348038009	0.211687827595922	0.701761408414922	0.482827969474657	0.999834937018905
Ala-AGC-11_22	257.876607414509	0.114479593881652	0.193647913364958	0.591173908834733	0.554403902699178	0.999834937018905
Ala-AGC-11_23	273.131806545498	-0.0807493475025162	0.211919666783179	-0.381037535252135	0.703175396627269	0.999834937018905
